AFRICANO,ALEMAN,ANDINO,ARABE,ARMENIO,BELGA,BRITÁNICO,CHINO,COREANO,ESCANDINAVO,ESPAÑOL,ESTE EUROPEO,FRANCES,GERMANICO,GRIEGO,HEBREO,HINDU,HOLANDES,IBERICO,ITALIANO,JAPONES,JUJUY,NOA,PORTUGUES,SUIZOS,SUR,TAILANDIA,TIERRAS BAJAS,VASCO,departamento_id,departamento_nombre,provincia_nombre,AAR,GERMANICO-ALEMAN
18,1,3,2,2,0,12,35,0,0,504,1,3,11,28,1,0,43,4,22,0,1,2,3,0,20,21,0,90,026105,TELSEN,Chubut,72,3
0,10,1,7,41,0,9,0,0,1,1354,12,18,14,24,1,46,0,7,85,27,1,4,1,49,70,0,36,363,026098,TEHUELCHES,Chubut,465,40
13,52,21,15,28,0,49,0,0,8,2129,32,62,34,1,1,0,2,18,310,1,6,12,62,0,87,0,4,762,026091,SARMIENTO,Chubut,282,47
5,3,28,1,0,13,15,37,0,2,370,2,11,2,17,37,47,0,2,41,0,0,17,1,47,18,6,0,114,026028,FLORENTINO AMEGHINO,Chubut,64,12
11,165,20,106,1,1,574,3,2,15,9870,187,318,123,2,4,13,2,74,1800,13,5,17,42,2,615,0,4,2010,026035,FUTALEUFU,Chubut,1584,234
0,4,12,3,0,0,3,0,0,40,204,0,1,2,0,0,32,5,2,12,0,0,0,0,0,10,50,7,51,026063,MARTIRES,Chubut,67,6
0,23,11,13,35,3,480,0,0,6,1482,69,54,27,0,4,2,3,30,273,2,1,1,11,0,73,0,0,456,026042,GAIMAN,Chubut,298,38
0,533,104,331,0,2,1139,2,0,62,20954,730,512,283,4,17,20,5,346,4965,29,24,69,140,1,788,0,3,4829,026077,RAWSON,Chubut,3652,517
44,125,16,56,0,0,84,1,12,18,5090,216,155,92,1,5,1,5,50,735,15,2,4,28,1,465,0,1,1286,026014,CUSHAMEN,Chubut,1178,136
2,608,623,307,19,2,426,2,2,52,45628,1286,592,319,15,12,13,43,404,4324,18,148,561,255,6,627,0,1,10231,026021,ESCALANTE,Chubut,2348,597
0,9,1,6,0,31,7,47,47,3,447,0,9,2,0,0,1,19,2,45,0,1,2,0,36,53,4,18,150,026056,LANGUINEO,Chubut,279,2
13,0,0,1,0,0,6,29,0,1,338,4,4,1,0,10,0,0,3,27,0,0,0,1,0,25,0,2,101,026070,PASO DE INDIOS,Chubut,135,2
0,3,2,2,0,37,2,23,39,46,246,50,1,1,0,0,25,23,47,14,0,1,1,33,48,41,0,36,88,026049,GASTRE,Chubut,140,1
0,261,198,163,9,0,267,1,0,53,16593,475,304,151,6,19,23,4,182,3109,33,42,51,173,1,326,0,3,4563,026007,BIEDMA,Chubut,1003,332
0,10,25,6,0,0,7,0,29,1,1416,36,19,15,43,0,1,28,28,106,37,1,4,22,0,50,0,0,281,026084,RIO SENGUER,Chubut,330,12
47,9,7,10,48,23,1,40,13,16,1160,3,25,3,0,6,0,4,15,95,1,4,2,1,26,59,31,45,220,058028,COLLON CURA,Neuquén,230,11
0,1184,374,1139,3,2,598,7,3,121,63095,1642,1717,479,10,76,27,40,874,13602,110,106,136,524,12,1675,34,13,18113,058035,CONFLUENCIA,Neuquén,4507,1295
5,0,49,2,48,31,36,0,0,16,517,1,1,1,20,0,0,31,1,5,0,0,0,1,0,54,23,0,101,058021,CATAN LIL,Neuquén,93,2
32,5,1,4,0,0,35,41,0,0,1284,7,20,4,0,0,0,39,3,79,27,1,1,5,31,45,0,0,418,058084,ÑORQUIN,Neuquén,174,2
0,12,35,18,2,0,2,37,0,4,2696,24,52,14,0,1,1,1,22,194,5,5,3,17,0,42,9,6,520,058014,AÑELO,Neuquén,150,11
0,156,15,76,0,31,69,1,0,18,6630,208,135,84,0,5,1,6,75,1479,11,9,3,44,0,168,0,1,1496,058056,LACAR,Neuquén,793,179
1,80,6,27,0,27,17,0,0,11,1953,97,65,39,0,4,29,4,52,751,3,2,12,26,0,79,0,1,667,058070,LOS LAGOS,Neuquén,176,67
0,7,2,3,0,31,0,0,0,0,3050,19,10,6,0,32,1,30,10,121,13,1,1,1,37,73,0,8,473,058077,MINAS,Neuquén,52,8
0,34,1,18,11,6,4,36,0,0,4953,25,53,10,1,28,8,0,56,259,24,3,2,25,0,9,0,1,716,058042,CHOS MALAL,Neuquén,74,31
0,30,14,49,2,39,16,2,0,17,3914,40,46,23,1,1,0,0,23,585,3,7,5,44,0,286,0,6,642,058049,HUILICHES,Neuquén,1245,37
0,62,20,122,44,25,30,0,26,3,8338,106,151,55,27,8,3,23,81,1148,18,6,14,45,0,494,0,2,2320,058112,ZAPALA,Neuquén,1255,79
23,42,66,48,50,0,24,11,0,10,6174,50,88,25,0,2,4,2,63,576,18,6,7,27,0,46,50,16,1333,058091,PEHUENCHES,Neuquén,175,28
0,14,7,21,45,0,8,0,0,0,1764,17,12,12,50,8,0,1,10,82,1,5,0,11,0,47,0,38,248,058105,PICUNCHES,Neuquén,227,4
2,5,1,10,0,44,4,46,0,16,1785,4,24,12,0,23,34,12,11,72,6,1,0,9,0,12,0,6,321,058063,LONCOPUE,Neuquén,187,3
50,20,7,31,0,9,3,0,10,2,2017,21,13,10,0,1,2,1,11,205,1,0,1,20,0,104,45,0,302,058007,ALUMINE,Neuquén,470,8
0,10,1,2,11,29,5,0,0,1,1309,8,10,2,0,1,28,0,7,106,0,14,1,3,34,37,11,0,252,058098,PICUN LEUFU,Neuquén,108,2
20,3994,466,2895,6,22,2548,27,3,245,189794,7622,5471,1918,133,320,102,169,1809,162283,387,87,518,1872,29,128,0,98,64766,082084,ROSARIO,Santa Fe,692,3225
1,3772,234,1466,1,22,1287,13,0,205,94993,2866,3781,1536,27,126,25,177,806,43913,223,28,139,955,79,68,10,14,29580,082063,LA CAPITAL,Santa Fe,263,2449
4,9987,42,1133,5,47,1388,6,0,336,51666,1964,3096,2151,9,61,66,161,1095,29091,90,7,66,425,4,14,0,8,12063,030084,PARANÁ,Entre Rios,137,4419
